abovementioned	ดังกล่าวข้างต้น
gentleman	สุภาพบุรุษ
lady	สุภาพสตรี
proverb	สุภาษิต
spirits	สุรา
calendar	สุริยคติ
gold	สุวรรณ
be high	สูง
be steep	สูงชัน
be lofty	สูงส่ง
highest	สูงสุด
supreme	สูงสุด
lose	สูญ
become extinct	สูญพันธุ์
loss	สูญหาย
formula	สูตร
suck	สูบ
smoke	สูบ
fight	สู้รบ
light	แสง
sun light	แสงแดด
light	แสงไฟ
laser beam	แสงเลเซอร์
reflective light	แสงสะท้อน
light	แสงสี
sun light	แสงอาทิตย์
show	แสดง
aim at	แสดงเจตจำนง
intent to	แสดงเจตนา
show	แสดงผล
show the result	แสดงผลลัพธ์
conduct	แสดงพฤติกรรม
seek for	แสวงหา
find the benefit	แสวงหาผลประโยชน์
single	โสด
prostitute	โสเภณี
attend	ใส่ใจ
offer food to monk	ใส่บาตร
black magic	ไสยศาสตร์
place	แห่ง
be dry	แห้ง
turn up	แหงน
look up	แหงนมอง
dry	แห้งแล้ง
source	แหล่ง
source	แหล่งกำเนิด
data source	แหล่งข้อมูล
water resource	แหล่งน้ำ
power resource	แหล่งพลังงาน
shelter	แหล่งพัก
cape	แหลม
be sharp	แหลม
sharp	แหลมคม
part	แหวก
ring	แหวน
cruel	โหด
be cruel	โหดร้าย
be cruel	โหดร้าย
cruel	โหดร้าย
mode	โหมด
make an all-out effort	โหมแรง
astrology	โหราศาสตร์
give	ให้
big	ใหญ่
enormous	ใหญ่โต
be great	ใหญ่หลวง
new	ใหม่
burn	ไหม้
flood	ไหลบ่า
salute	ไหว้
pay respect to the Buddha	ไหว้พระ
hide	แอบแฝง
apple	แอปเปิล
Africa	แอฟริกา
alcohol	แอลกอฮอล์
congested	แออัด
oh	โอ้
opportunity	โอกาส
good chance	โอกาสดี
transfer	โอนเงิน
son	โอรส
boast	โอ้อวด
you	ไอ้
icon	ไอคอน
IQ	ไอคิว
steam	ไอน้ำ
boy	ไอ้หนู
fortune	ฮวงจุ้ย
Hong Kong	ฮ่องกง
be popular	ฮือฮา
boohoo	โฮ
high-tech	ไฮเทค
remedy	การแก้ปัญหา
competition	การแข่งขัน
usability	การใช้งาน
marketing	การตลาด
administration	การบริหาร
data processing	การประมวลผล
adapting	การปรับตัว
production	การผลิต
development	การพัฒนา
learning	การเรียนรู้
exporting	การส่งออก
communication	การสื่อสาร
performance	การแสดง
adjust	แก้ไขปรับปรุง
solve	แก้ไขปัญหา
axis	แกนโลก
eliminate	ขจัดปัญหา
transfer	ขนถ่าย
transfer goods	ขนถ่ายสินค้า
snack	ขนมขบเคี้ยว
dessert	ขนมหวาน
move	ขนย้าย
mass transportation	ขนส่งมวลชน
transport goods	ขนส่งสินค้า
small-sized	ขนาดเล็ก
large-sized	ขนาดใหญ่
procession of vehicles	ขบวนรถ
train	ขบวนรถไฟ
breed	ขยายพันธุ์
expand	ขยายวง
increase the number of branches	ขยายสาขา
expand	ขยายอาณาเขต
bottle of milk	ขวดนม
scandal	ข้อครหา
pray for rainfall	ขอฝน
dispute	ข้อพิพาท
a large amount of information	ข้อมูลขนาดใหญ่
news information	ข้อมูลข่าวสาร
correct information	ข้อมูลจริง
pictorial information	ข้อมูลรูปภาพ
criticism	ข้อวิจารณ์
spare some time	ขอเวลา
important aspect	ข้อสำคัญ
conflict of interest	ขัดผลประโยชน์
foundation	ขั้นพื้นฐาน
ultimate	ขั้นสูงสุด
run deficit	ขาดดุล
be illiquid	ขาดสภาพคล่อง
nutrition deficiency	ขาดสารอาหาร
transnational	ข้ามชาติ
crossing borders	ข้ามพรมแดน
cross	ข้ามฟาก
telephone network	ข่ายโทรศัพท์
rice	ข้าวเจ้า
good news	ข่าวดี
out-of-season rice	ข้าวนาปรัง
bad news	ข่าวร้าย
cheroot	ขี้โย
drill	ขุดเจาะ
jury	คณะลูกขุน
assassination	คดีลอบสังหาร
see out its term	ครบวาระ
become a champion	ครองแชมป์
dominate the market	ครองตลาด
to be crowned	ครองตำแหน่ง
rule	ครองแผ่นดิน
extended family	ครอบครัวขยาย
finally	ครั้งสุดท้าย
last	ครั้งสุดท้าย
kill	คร่าชีวิต
Christendom	คริสตจักร
tail	ครีบหาง
fin	ครีบอก
water-distribution canal	คลองระบายน้ำ
armory	คลังแสง
snatch the championship	คว้าแชมป์
scare	ความกลัว
justice	ความถูกต้อง
uprightness	ความถูกต้อง
accuracy	ความถูกต้อง
modernity	ความทันสมัย
probability	ความน่าจะเป็น
introduction	ความนำ
abnormality	ความผิดปกติ
readiness	ความพร้อม
contentment	ความพึงพอใจ
wealth	ความมั่งมี
darkness	ความมืด
mightiness	ความยิ่งใหญ่
trouble	ความยุ่งยาก
justice	ความยุติธรรม
peacefulness	ความร่มเย็น
violence	ความรุนแรง
mystery	ความลึกลับ
emptiness	ความว่างเปล่า
snatch the prize	คว้ารางวัล
frustrate	คับข้องใจ
be in arrears	ค้างชำระ
value of money	ค่าเงิน
minimum wage	ค่าจ้างขั้นต่ำ
pension	ค่าบำเหน็จ
retail	ค้าปลีก
caf?	คาเฟ่
overtime wage	ค่าล่วงเวลา
wholesale	ค้าส่ง
conjugation	คำผัน
noun classifier	คำลักษณนาม
keyboard	คีย์บอร์ด
keyboard	คีย์บอร์ด
pay back	คืนทุน
quality of life	คุณภาพชีวิต
quality of environment	คุณภาพสิ่งแวดล้อม
telephone line	คู่สายโทรศัพท์
eliminate	โค่นล้ม
project	โครงงาน
quota	โควตา
