english	thai	paiboon
pressure	แรงกดดัน	rɛɛŋ-gòt-dan
pressure	แรงกดดัน	rɛɛŋ-gòt-dan
motivation	แรงกระตุ้น	rɛɛŋ-gra-dtun
drive	แรงขับ	rɛɛŋ-kàp
propulsion	แรงขับ	rɛɛŋ-kàp
labor	แรงงาน	rɛɛŋ-ngaan
incentive	แรงจูงใจ	rɛɛŋ-juuŋ-jai
traction	แรงฉุด	rɛɛŋ-chùt
pressure	แรงดัน	rɛɛŋ-dan
inspiration	แรงบันดาลใจ	rɛɛŋ-ban-daan-jai
impulsion	แรงผลักดัน	rɛɛŋ-pà-làk-dan
high-tension	แรงสูง	rɛɛŋ-suuŋ
mineral	แร่ธาตุ	rɛ̂-taa-du
disease	โรค	rôok
psychosis	โรคจิต	roo-jit
nervous	โรคประสาท	rôok-bprà-sàat
illness	โรคภัยไข้เจ็บ	rôok-pai-kâi-jèp
building	โรง	rooŋ
factory	โรงงาน	rooŋ-ngaan
industrial factory	โรงงานอุตสาหกรรม	rooŋ-ngaan-ùt-sǎa-ha-gan
hospital	โรงพยาบาล	rooŋ-pá-yaa-baan
police station	โรงพัก	rooŋ-pak
press	โรงพิมพ์	rooŋ-pim
power plant	โรงไฟฟ้า	rooŋ-fai-fáa
school	โรงเรียน	rooŋ-rian
international school	โรงเรียนนานาชาติ	rooŋ-rian-naa-naa-chaat
hotel	โรงแรม	rooŋ-rɛɛm
mill	โรงสี	rooŋ-sii
rice mill	โรงสีข้าว	rooŋ-sii-kâao
theatre	โรงหนัง	rooŋ-naŋ
sprinkle	โรย	rooy
pay out	โรย	rooay
unroll	โรย	rooy
fade	โรย	rɔɔi
field	ไร่นา	rai-naa
joint plantation	ไร่นาสวนผสม	rai-naa-suan-pà-som
wireless	ไร้สาย	rai-sǎai
nonsensical	ไร้สาระ	rai-sǎa-ra
hermit	ฤษี	rʉ́ʉ-sǐi
exchange	แลกเปลี่ยน	lɛɛk-bplìan
drought	แล้ง	lɛ̂ŋ
already	แล้ว	lɛ́ɛw
world	โลก	lôok
vision	โลกทัศน์	look-tát
bare	โล่ง	lôoŋ
clear	โล่ง	lôoŋ
greed	โลภ	loo-p
metal	โลหะ	loo-há
surround	แวดล้อม	wɛ̂ɛd-lɔ́ɔm
circle	แวดวง	wɛɛ-waŋ
glasses	แว่น	wɛɛn
slice	แว่น	wɛ̂n
eye glasses	แว่นตา	wɛ̂n-dtaa
indistinctly	แว่ว	wɛ̂ɛw
expression of eye	แววตา	wɛɛ-dtaa
oh	โว้ย	wóai
diction	โวหาร	woo-hǎan
keep	ไว้	wái
wine	ไวน์	wai
white wine	ไวน์ขาว	wai-khaao
red wine	ไวน์แดง	wai-dɛɛŋ
grammar	ไวยากรณ์	wai-yaa-gɔɔn
generative grammar	ไวยากรณ์พึ่งพา	wai-yaa-gon-pʉ̂ng-paa
virus	ไวรัส	wai-ràt
faith	ศรัทธา	sà-rát-taa
believe in	ศรัทธา	sàt-taa
honour	ศรี	sǐi
power	ศักดา	sàk-daa
mightiness	ศักดิ์	sàk
prestige	ศักดิ์	sàk
dignity	ศักดินา	sàk-di-naa
honour	ศักดิ์ศรี	sàk-sii
holy	ศักดิ์สิทธิ์	sàk-sìt
latency	ศักยภาพ	sàk-ya-pâap
era	ศักราช	sàk-raa-t
enemy	ศัตรู	sàt-ruu
terminology	ศัพท์เฉพาะ	sàp-chə-páak
arrow	ศัลย์	sàn
shrine	ศาล	sǎan
court	ศาล	sǎan
civil court	ศาลแขวง	sǎan-kɛ̌ɛŋ
joss house	ศาลเจ้า	sǎan-jao
civil court	ศาลชั้นต้น	sǎan-chán-dtôn
joss house	ศาลพระภูมิ	sǎan-pra-puum
Court of justice	ศาลยุติธรรม	sǎan-yút-tí-tam
appeal court	ศาลอุทธรณ์	sǎan-ut-tɔɔn
pavilion	ศาลา	sǎa-laa
The founder of the religious	ศาสดา	sǎa-daa
science	ศาสตร์	sàat
professor	ศาสตราจารย์	sàat-dtràa-jaan
religious activities	ศาสนกิจ	sàat-sà-na-gìt
religious place	ศาสนสถาน	sàat-sa-nó-sà-tǎan
religious	ศาสนา	sàat-sà-naa
Christianity	ศาสนาคริสต์	sàat-sà-naa-krit
Bramanism	ศาสนาพราหมณ์	sàat-sà-naa-praa-hǎm
Buddhism	ศาสนาพุทธ	sàat-sà-naa-pút
Islam	ศาสนาอิสลาม	sàat-sà-naa-is-làam
splendor	ศิริ	sǐ-ri
art	ศิลป์	sǐn
work of art	ศิลปกรรม	sìn-la-ba-gam
contemporary art	ศิลปร่วมสมัย	sǐn-bpa-rûam-sà-mai
art and cultural	ศิลปวัฒนธรรม	sǐn-bpa-wát-dtà-naa-tam
object d'art	ศิลปวัตถุ	sìn-la-bpà-wàt-tu
liberal arts	ศิลปศาสตร์	sìn-bpa-sàat
modern art	ศิลปสมัยใหม่	sìn-lóp-sà-mai-yài
art	ศิลปะ	sìl-bpà
artist	ศิลปิน	sǐl-bpìn
stone	ศิลา	sǐ-laa
stone inscription	ศิลาจารึก	sì-laa-jaa-rʉ̂k
student	ศิษย์	sìt
alumni	ศิษย์เก่า	sìt-gào
head	ศีรษะ	sǐi-rá-sà
precept	ศีล	sǐil
morality	ศีลธรรมจรรยา	sǐil-tam-jan-yaa
study	ศึกษา	sùk-sǎa
study	ศึกษาเล่าเรียน	sʉ́k-sǎa-làao-rian
research	ศึกษาวิจัย	sèuk-sǎa-wí-jài
Sudra	ศูทร	súut-dɔɔn
centre	ศูนย์	sùun
zero	ศูนย์	sǔun
disappear	ศูนย์	sǔun
bright green	โศก	sòok
be sad	โศก	sòok
tragedy	โศกนาฏกรรม	so̒ok-naa-dtàk-gam
grieve	โศกเศร้า	sòok-sâao
be dirty	สกปรก	sòk-bprók
intercept	สกัดกั้น	sà-gàd-gân
family	สกุล	sa-gun
noble birth	สกุล	sa-gun
monetary	สกุลเงิน	sà-gun-ngən
SongKran	สงกรานต์	soŋ-graan
send	ส่งข่าว	sòŋ-kàao
war	สงคราม	soŋ-kraam
cold war	สงครามเย็น	soŋ-kraam-yen
support	สงเคราะห์	soŋ-krə̂
monk	สงฆ์	sǒŋ
peaceably	สงบสุข	soŋ-bop-sùk
affect	ส่งผล	sòŋ-pǒn
have an affect on	ส่งผลกระทบ	sòŋ-pǒn-gra-tóp
effect	ส่งผลลัพธ์	sòŋ-pǒn-láp
deliver	ส่งมอบ	sòŋ-mɔ̀ɔp
reserve	สงวน	soŋ-won
signal	ส่งสัญญาณ	sòŋ-sǎn-yaan
doubt	สงสัย	soŋ-sǎi
pity	สงสาร	sǒŋ-sǎan
transport	ส่งสินค้า	sòŋ-sin-káa
promote	ส่งเสริม	sòŋ-sə̀rim
be fresh	สดชื่น	sòt-chʉ̂n
be bright	สดใส	sòt-sai
praise	สดุดี	sà-dùt-dii
money	สตางค์	sà-taŋ
intelligence	สติปัญญา	sà-dì-bpan-yaa
studio	สตูดิโอ	sà-duu-dio
style	สไตล์	sà-dtai
place	สถาน	sà-tǎan
consulate	สถานกงสุล	sà-tǎan-gong-sùn
legation	สถานทูต	sà-tǎan-túut
cabaret	สถานบันเทิง	sà-tǎan-ban-təəŋ
clinic	สถานพยาบาล	sà-tǎan-pá-yaa-baan
status	สถานภาพ	sà-tǎan-phaap
school	สถานศึกษา	sà-tǎan-sùk-sǎa
welfare	สถานสงเคราะห์	sà-tǎan-sǒŋ-krai-rá
station	สถานี	sà-tǎa-nii
transport station	สถานีขนส่ง	sà-tǎa-nii-khon-sòŋ
railway station	สถานีรถไฟ	sà-tǎa-nii-rót-fai
institution	สถาบัน	sà-tǎa-ban
family institution	สถาบันครอบครัว	sà-tǎa-ban-krɔ̂ɔp-krua
royal institution	สถาบันพระมหากษัตริย์	sà-tǎa-ban-prá-má-hǎa-ka-sàt
social institution	สถาบันสังคม	sà-táa-ban-saŋ-kom
institution of education	สถาบันอุดมศึกษา	sà-tǎa-ban-u-dom-sʉk-sǎa
found	สถาปนา	sà-tǎa-bpa-naa
architect	สถาปนิก	sà-tǎa-bpa-ník
architecture	สถาปัตยกรรม	sà-tǎa-bpàt-dtà-gam
statistic	สถิติ	sà-tìt-dì
shrine	สถูป	sà-túp
pagoda	สถูปเจดีย์	sà-tʉup-jà-dii
talk	สนทนา	sǒn-tá-naa
information	สนเทศ	sǒn-têet
join	สนธิ	sǒn-tí
contract	สนธิสัญญา	sǒn-tí-sǎn-yaa
respond	สนองตอบ	sà-nɔɔŋ-dtɔ̀ɔp
support	สนับสนุน	sà-nàp-sà-nun
electromagnet field	สนามแม่เหล็กไฟฟ้า	sà-naam-mɛ̀-lèk-fai-fáa
lawn	สนามหญ้า	sà-nǎam-yâa
tight	สนิท	sà-nít
intimate	สนิท	sà-nìt
intimate	สนิทสนม	sà-nít-sà-nom
rust	สนิม	sà-nim
amuse	สนุกสนาน	sa-nùk-sa-nǎan
be happy	สบายใจ	sà-bai-jai
soap	สบู่	sà-bùu
sponsor	สปอนเซอร์	s-bpɔɔn-sə̂ə
Spain	สเปน	s-bpen
spray	สเปรย์	s-bprey
surrounding	สภาพแวดล้อม	sá-pâap-wɛɛ-dɔ̂ɔm
state of economy	สภาพเศรษฐกิจ	sà-pháap-sèet-tà-gìt
state of society	สภาพสังคม	sà-páap-saŋ-kom
state	สภาวะ	sà-paa-wa
priest of rank	สมณศักดิ์	som-na-sàk
equilibrium	สมดุล	som-dun
equilibrium	สมดุลย์	som-dul
equilibrium	สมดุลยภาพ	som-dum-lá-yá-paap
majesty	สมเด็จ	sǒm-dèt
His majesty	สมเด็จพระ	som-dèt-prá
join	สมทบ	som-top
property	สมบัติ	som-bàt-dti
wealth	สมบัติพัสถาน	som-bàt-tí-pàt-tǎan
perfectly	สมบูรณ์	som-bûun
be perfect	สมบูรณ์	som-buurun
be perfect	สมบูรณ์แบบ	som-bun-bɛɛp
abbot	สมภาร	som-paan
suppose	สมมติ	som-mùt
hypothesis	สมมติฐาน	som-mot-tǎan
suppose	สมมุติ	som-mut-dtì
hypothesis	สมมุติฐาน	som-mut-tǎan
battlefield	สมรภูมิ	som-ra-puu-mi
efficiency	สมรรถภาพ	sǒm-rát-tá-phaap
marry	สมรส	som-rot
brain drain	สมองไหล	sà-moŋ-lai
volunteer	สมัคร	sà-màk
apply for	สมัครงาน	sà-màk-ngaan
be willing to	สมัครใจ	sà-mak-jai
amateur	สมัครเล่น	sà-màk-lên
assembly	สมัชชา	sà-màt-chaa
age	สมัย	sà-mai
former times	สมัยก่อน	sà-mai-gɔ̀ɔn
ancient	สมัยโบราณ	sà-mai-boo-raan
session	สมัยประชุม	sà-mai-bpra-chum
modernized	สมัยใหม่	sà-mai-yài-màai
regularly	สม่ำเสมอ	sàm-səəm-ə
notebook	สมุด	sà-mut
note book	สมุดบันทึก	sà-mùd-ban-tʉ̂k
white book	สมุดปกขาว	sà-mut-bpok-khaao
visiting book	สมุดเยี่ยม	som-dù-yîam
ocean	สมุทร	sà-mùt
cause	สมุทัย	sà-mù-dai
herb	สมุนไพร	so-mun-prai
club	สโมสร	sà-mòo-sɔ̀ɔn
take a bath	สรงน้ำ	sɔ̀ng-náam
pour water	สรงน้ำพระ	sɔ̌ng-náam-prá
properties	สรรพคุณ	sàn-pá-kun
all of life	สรรพชีวิต	san-np-chii-wit
pronoun	สรรพนาม	sàn-pa-naam
excise	สรรพสามิต	sàn-pá-sǎa-mit
revenue	สรรพากร	sàn-paa-gɔɔn
search for	สรรหา	sǎn-hǎa
heaven	สรวงสวรรค์	sà-roŋ-sà-wǎn
pond	สระน้ำ	sà-náam
build	สร้าง	sâang
make a job	สร้างงาน	sâaŋ-ngaan
make trouble	สร้างปัญหา	sâaŋ-bpan-hǎa
imagine	สร้างภาพ	sâaŋ-phaap
create	สร้างสรรค์	sâaŋ-san
physiology	สรีรวิทยา	sà-rǐi-ra-wit-yaa
body	สรีระ	sà-rǐi-rá
sum up	สรุป	sà-rúp
conclude	สรุปผล	sà-rúp-pǒn
complicate	สลับซับซ้อน	sà-lâp-sáp-sɔ̂ɔn
lottery	สลากกินแบ่งรัฐบาล	sà-làak-gin-bɛ̀ŋ-rát-baa-n
part	ส่วน	sùan
reverse trend	สวนกระแส	suan-gra-sɛ̀
paramour	ส่วนเกิน	sùan-gəən
more than enough	ส่วนเกิน	sùan-gəən
classifier	ส่วนขยาย	sùan-ka-yaa
part	ส่วนงาน	sùan-ngaan
complement	ส่วนเติมเต็ม	sùan-dəəm-dtèm
minority	ส่วนน้อย	sùan-nɔ́y
personal	ส่วนบุคคล	sùan-buk-kon
share	ส่วนแบ่ง	sùan-bɛ̀ŋ
composition	ส่วนประกอบ	suàn-bpra-gòp
forestry plantations	สวนป่า	suan-bpàa
joint garden	สวนผสม	suan-psom
ingredient	ส่วนผสม	sùan-psom
private	ส่วนพระองค์	suan-pra-ong
provincial	ส่วนภูมิภาค	suàn-puu-mi-paak
fraction	ส่วนย่อย	sùan-yɔ̀i
public	ส่วนรวม	suàn-rum
parade	สวนสนาม	suan-sa-naam
park	สวนสาธารณะ	sǔan-saa-taa-rá-ná
importance	ส่วนสำคัญ	sùan-sam-kun
majority	ส่วนใหญ่	sùan-yài
wear the garland	สวมมงคล	suam-moŋ-kon
heaven	สวรรค์	sà-wǎn
pass away	สวรรคต	sà-waŋ-kòt
happiness	สวัสดิ์	sà-wàt
loveliness	สวาท	sà-wâat
net	สวิง	swiŋ
switch	สวิตซ์	sà-wit-su
Sweden	สวีเดน	sà-wii-den
co-operative	สหกรณ์	sà-hà-gɔɔn
union	สหพันธ์	sa-há-pan
federal state	สหพันธรัฐ	sa-ha-pan-ta-rat
union	สหภาพ	sà-hà-pâap
Union of Soviet	สหภาพโซเวียต	sa-há-pap-soo-wia̱t
labor union	สหภาพแรงงาน	sà-hà-pâap-rɛɛng-ngaan
United States of America	สหรัฐอเมริกา	sà-hà-ràt-à-mee-rí-gaa
united colleges	สหวิทยาลัย	sà-hà-wit-tá-yaa-lai
millennium	สหัสวรรษ	sà-hàt-sà-wan
ask	สอบถาม	sɔ̀ɔp-tǎam
interrogate	สอบปากคำ	sɔ̀ɔp-bpaak-kam
final examination	สอบไล่	sɔ̀ɔp-lai
investigate	สอบสวน	sɔ̀ɔp-sǔan
spell	สะกด	sà-gòd
satisfy	สะใจ	sà-jai
be convenient	สะดวก	sà-dùak
comfortably	สะดวกสบาย	sà-dùak-sà-baai
shudder	สะดุ้ง	sà-dûŋ
discontinue	สะดุด	sà-dùd
stumble	สะดุด	sà-dùd
exorcise	สะเดาะเคราะห์	sà-dɔ̀-krá
reflect	สะท้อน	sà-tɔ́ɔn
echo	สะท้อน	sà-tɔ́ɔn
give an expression of life	สะท้อนชีวิต	sà-tɔ́ɔn-chii-wit
reflect on	สะท้อนปัญหา	sà-tɔ́ɔn-bpan-hǎa
reflect	สะท้อนแสง	sà-tɔ́ɔn-sɛɛŋ
shiver	สะท้าน	sà-táan
shake	สะเทือน	sà-tʉ̌an
be hurt	สะเทือนใจ	sà-tʉ̌an-jai
shake off	สะบัด	sà-bàt
spread out	สะพัด	sà-pàt
bridge	สะพาน	sà-păan
wood bridge	สะพานไม้	sà-phaan-máai
hip	สะโพก	sà-pok
daughter in-law	สะใภ้	sà-pái
clear up	สะสาง	sà-saaŋ
be clean	สะอาด	sà-àat
sob	สะอื้น	sà-ʉ̂n
belong to	สังกัด	saŋ-gàt
observe	สังเกต	saŋ-gèd
conch shell	สังข์	sǎŋ
body	สังขาร	sang-khǎan
social	สังคม	saŋ-kom
local society	สังคมชนบท	saŋ-kom-chon-bot
urban society	สังคมเมือง	saŋ-kom-mʉaŋ
sociology	สังคมวิทยา	saŋ-kom-wit-tyaa
social science	สังคมศาสตร์	saŋ-kom-sàat
synthesis	สังเคราะห์	saŋ-kee-rá
Chairman of the Ecclesiastical	สังฆนายก	saŋ-kà-naa-yòk
patriarch	สังฆราช	saŋ-kà-raat
command	สั่งงาน	sàŋ-ngaan
order	สั่งซื้อ	sàŋ-sʉ́ʉ
offer	สังเวยบูชา	saŋ-wee-buu-chaa
collect	สั่งสม	sàŋ-som
get together	สังสรรค์	sǎŋ-sǎn
teach	สั่งสอน	sàŋ-sɔɔn
kill	สังหาร	săŋ-hǎan
the truth	สัจธรรม	sàt-tam
travel	สัญจร	san-jon
nationality	สัญชาติ	sǎn-chàat
instinct	สัญชาติญาณ	sàn-chaa-dtí-yaan
contract	สัญญา	sǎn-nyaa
promise	สัญญา	sǎn-yaa
signal	สัญญาณ	sǎn-yaan
digital alarm	สัญญาณดิจิตอล	sǎn-yaan-di-ji-dtɔɔn
affirmative sign	สัญญาณตอบรับ	sǎn-yaan-dtɔ̀ɔp-ráp
clock signal	สัญญาณนาฬิกา	san-yaa-na-li-gaa
time signal	สัญญาณเวลา	san-yǎa-nà wee-laa
symbol	สัญลักษณ์	sǎn-yá-lák-sǎn
figure	สัณฐาน	sàn-tǎan
proportion	สัดส่วน	sàt-suàn
honest	สัตย์	sàt
ratification	สัตยาบัน	sàt-yaa-ban
inborn trait	สันดาน	san-daan
peace	สันติ	sǎn-dtì
peace	สันติภาพ	sǎn-dtì-phaap
league	สันนิบาต	san-ní-bàat
presume	สันนิษฐาน	san-ník-sà-taan
Sanskrit	สันสกฤต	san-sa-krʉt
quake	สั่นสะเทือน	sàn-sà-tʉan
week	สัปดาห์	sàp-daa
rhyme	สัมผัส	sǎm-pàt
feel	สัมผัส	sǎm-pàt
sense	สัมผัส	sǎm-pàt
touch	สัมผัส	sǎm-pàt
relatedness	สัมพันธ์	sam-pan
relationship	สัมพันธภาพ	sam-pan-ta-pap
ally	สัมพันธมิตร	sam-pan-tha-mit
interview	สัมภาษณ์	sǎm-pâat
branch	สาขา	sǎa-khaa
program	สาขาวิชา	saa-kaa-wi-chaa
malign	สาดโคลน	sàat-koon
public	สาธารณชน	sǎa-taa-ran-chon
